"PID","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","score"
"P026",1037575010967291,272694100251408,6316109109512650,1065914571678049,64423234008909.4,701479082327805,447189737602863,94055163487297,2008240880630424,50003250401289.4,143383259157823,1656068700752482,277855551571104,155326610843414,1473200928652350,114621665422678,266518892909850,164485441440074,402957309373108,76051671397464.5,2552167000706309,769958522141606,126093238065141,2859985209627118,43655557802037.4,67835301155702.2,782052971759888,314161920068311,257419344313173,22773953962936256,261315402587819,76499563965536.8,3070055834005886,301209512171386,520924373357352,3280845286984929,1488784135069086,59044090615048.3,14385229323021316,101988670116402,253889901129347,3105074379339704,1203100619889448,45637863513635.5,2460764246425072,251988327137435,45461567928327.8,2272624983712544,1969341855301800,44780155362107.3,2187942080614562,49519323.1860089,74125924.4896687,12720.0729205122,60297.790813383,2851.07481418911,21202.6145277019,43104.872942047,6215631695.50415,14506462003.6619,116952036026.389,4096692463.08043,81449.3871709597,224978.265084141,83509.2531870211,1588411.4512362,281249.756089697,1002.17647702249,2407.30293979616,6408.1179554034,356.082301131115,41472.9808347644,271.837520042744,32341.9785929472,13410.3205267296,0,3089173.89173753,4099176.20868786,87033977.7127827,449877.518649156,2031327677.93293,408822991.360165,25226012145.4311,72482733.1939101,5019.13466323802,3514.37669588747,7108.05654069112,438.022207966739,61575.5845255941,10685.6929203874,6361.66175286701,7011.44174208655,6083.85800602139,8812.47801118722,2283.13156057408,12854.2413772514,18790.8486149902,14756.8952905153,6336.63335579455,678.549226140372,40239.7330353031,9579.37551936393,2401.13397470522,18157.6134711408,5077.91348279895,24912.3580214991,4715.35932002511,1498.23386632568,2215.22387446168,1990.96813518663,3188.93456454965,2742.38445663494,7096.27271270839,8701.92390826842,2148.03867456219,222.316744087239,7218.87342997262,1444.00016186317,2483.742731045,8303.38322023812,413.736633953493,7527.59120296742,3571.32197286582,8381.60869431516,18410.5984018861,-4104.21832224916,11927.9595191317,89.1952487848033,233795.446921548,13297183.4226271,2748765.3920222,295046.373535104,-1200.27679611728,1007627.60543688,67809.4580644665,1712282.81869982,1180209.39310736,32563.5156771836,-681.992897114979,160547.06852084,3485.25509884579,689041.556667212,1597224.23987127,-1136.05264328613,-5444.99316783781,38678.8485874859
"P027",82944411599.9828,49448383528.2096,1589736360516.01,23633810541531.7,874447432983.79,45884280816242.2,1168685144591.49,3018192680605.13,12026240241431.7,413155361669.989,409929377047.974,704674683280.921,701747210665.275,131218639537.687,28428770443978.4,1377425133279.82,744346329392.495,4122289437545.43,463782870775.957,294499521733.501,545462311855.327,7626394209254.83,1622653553006.07,60135731944991.5,2506655803665.04,271267555229.204,2913022039707.01,46348360482.0235,115140108345.436,615938747411.789,18365584655561.2,505919496494.295,176820346806973,3419703065950.25,2255825181470.19,102784016077023,926942243480.078,115126287734.167,35457594307057.3,457676725566.664,36687411669.999,14973412630643.2,2445754310537.8,4088545638792.91,10392130026967,2607951447170.88,819241226415.483,6170701356395.07,1824984800005.75,1257255660285.87,30854779843414.3,25739389.7842869,40569329.1040859,75694.9349380568,299875.767103572,27032.3998566587,204603.657526279,21070.524189376,6736760448.17892,1831413022.33506,18780027852.3148,4652328228.87301,97528.0386307879,168088.330319559,82185.4300344689,902129.575450875,718279.417976579,295.12023979248,631.460229415668,5605.31424590465,181.759018398075,44478.2904592383,-3168.37886944927,4308.47397785137,8383.90756158403,0,553160.984525166,2354975.65956236,68999516.5566621,1658316.87755528,315309229.240013,169711935.890238,1278072418.85344,107635957.107102,3343.49005058475,1110.42553560465,19757.4079727106,526.321577005917,7674.33418608201,11845.0899196467,2501.7979435323,60718.7687812272,1556.73036957902,3923.57433204517,689.570509958207,99494.6793771804,2560.5159143858,4917.56215187779,5779.7196066443,15404.737197181,1142.7970095687,16037.3691731624,1357.05178249681,7755.99605865468,641.408332387089,22193.2786243822,10363.3723588421,101.036229290227,11231.0262766204,216.075465240318,6268.90472598785,638.370413719134,67748.7947974657,1337.79222300975,9440.63807744786,1038.27103124935,1709.9875286158,670.317178151362,488.174241779424,62155.4106401242,3752.85162697175,114540.778652292,33124.3513367652,352966.095230781,95653.4079560586,11949.700055942,13034.9310439889,1464.75958640171,288917.266534837,2631474.13836869,225498.669107143,596129.833645813,3420.1109153868,1464407.11944387,602758.708671446,1301881.08455162,353232.277622753,-2896.91689202729,26354.4492750114,699798.017410442,91851.6687180873,506196.762276489,383125.476511514,-146135.094607963,1278.77007736909,208104.136831648
"P028",824247426036.541,273813607035.447,9218192102875.4,618229052508.49,1487515853379.95,3922994571328.48,335881060295.313,285679483133.769,9707086439933.17,7541326277326.6,1099261920264.98,54570438618479.4,23507510893913.2,1585950007079.94,95666829341536.1,197847442114.349,254247840880.338,919894699367.663,298630795339.132,826389489325.216,3254817226495.67,1774693701925.02,60229442516.5993,2973208247859.44,2740990171311.86,939477488198.75,11334891608503.8,5205632416692.11,226397581481.72,44175135982177.9,197701623633.403,861892340478.978,5021825984729.61,86312040548.8593,2424405842629.07,2554067203554.2,6283193237049.81,595167246745.582,11578184208708.1,645890188614.397,60509308858.2457,1651151846253.45,13934292856075.2,1241810663797.62,35713869409877.2,7965441476709.54,4851708652450.92,161691620714561,14064626150289.2,550956524217.951,13676286905965.1,20700334.1051344,29243148.8025051,3163.02255441935,113048.123433947,54875.6581176019,66942.0042571354,60556.4495279696,607156650.45235,734544291.731206,15339452920.7203,12627541211.5233,25997.3354980157,630208.460344535,348892.822459633,387809.685749545,501410.626583081,741.796036821309,272.197428016332,2700.64493409901,166.200697930837,48148.0377548672,3794.76276928559,23828.8308193682,33415.4844583828,0,1896076.06515026,4427184.60969167,32182996.3617426,972223.135598937,506811982.205456,1551768120.78307,16109164250.826,92022217.4776283,1979.43431945299,666.932786069927,13547.6692785739,4679.58633254934,3215.89855454491,46082.7601758457,5455.32682712089,3789.74947975323,1838.51601016497,876.837236715032,4008.61030776325,34531.9879350818,9696.59633394689,7224.38915746453,10638.5017370133,44602.8195746258,1513.14700711611,9040.31879448977,4497.49847390656,845.136287648982,13042.3423546352,1076.63098482988,10030.4144222411,7048.89553045506,11247.5561592887,7751.06723899292,296.563419426471,2979.35237863855,43958.95468035,1391.62971399197,25694.0969770016,488.109034759571,12700.4642249901,4126.91583926562,2310.1608294301,972.679340177559,525.907433082648,6249.76594471722,22958.4829092078,27461.8440988084,3234.995128932,3765.21410984092,92274.2607670723,-271.477993460271,701859.937129993,25312043.2002664,6340.05999448899,271188.237735497,-1418.7560166212,318355.730111004,68060.2137692463,2553084.67763303,4566024.31042544,-1841.17251477963,259.101300323923,763520.928160007,1935.60519840001,252253.114871376,508909.304228294,-13519.1039890509,-10938.7211094576,157656.216823115
"P029",5837197252895.17,3581196871843.78,118774041610856,11142661154243.6,3493972511736.31,193877553359570,3284876976797.48,841359976423.814,53229734782598.7,6414784558348.42,1113215969153.07,76310816704851,6123000880598.69,140704101217.588,217181348147423,16144721217630.6,869566847700.191,92041012368226.8,37505912731750.9,15404763340523.1,149133059494757,4474690934391.31,9662031109230.03,30376524640462.2,11772266283546,3414555371094.34,321953275108899,4314174513432.11,5683570256597.5,32428149941494.5,10007288771189.1,2377920738665.06,38813931959696.5,21029331070669.8,372654606481.876,156678142831125,196091575844.697,4899898792170.82,29034238085498.2,1036391643189.28,4833323902711.94,29257545588156.9,2537236788127.44,4508397732303.88,41174363129550.9,7716289226445.61,1287927784012.49,98737233923586.9,12837722353329.8,880074911039.215,113047757351689,56515880.2260733,59075020.9726563,6854.30158739983,43305.4199195121,6521.6328054931,32248.801491556,43985.3796067145,4283695774.3562,2749476290.17962,40197438126.6706,5327181008.17508,41935.2579361383,245305.585222873,21720.985286616,2086253.76048118,134412.91515704,942.896752397873,530.770802342243,3760.94416155919,258.23543570444,26463.2171287716,-6014.72241142472,11985.5950043394,25606.2930163344,0,1710306.25118198,298302.830830609,97335755.8076703,1724709.19145764,1050363421.4148,172882594.613005,4073986160.0432,720112777.429512,26183.8964455418,1679.89174004755,9659.37628843207,9234.78939935878,407.703295437287,3266.21759245708,1825.05157329449,3967.86462568769,8690.95869429786,212.774985814031,470.60409236535,2039.86004486007,8846.06309891051,2461.30798850337,6071.79843660946,707.861830048563,3937.38867729439,7145.36011223562,8428.97147225846,20013.0878037637,18899.5163042169,1773.39539960906,631.39836377802,1185.91313087593,30351.9084939351,28349.1184716651,629.427165451901,227.545404284964,8747.2738212685,4390.76241893915,1015.497070839,31018.3153625459,3899.3802983987,465.815297997318,161.891317320603,8130.14152194619,5862.13744062425,1379.79774334219,6098.92705500222,13430.0167635203,4394.56926015987,-13316.1531839891,17212.3505263108,357.914865459069,1363577.80239023,19212892.8419356,1323.71326300255,891993.307211739,-20542.3024121567,926015.32429304,71295.1622527878,599633.672580537,2687002.49969346,-2324.76214068943,11486.824381578,1365515.4748429,5063.61286284597,691993.552896295,337656.270194826,-207987.476045117,-4877.8941137786,39882.87500248
"P030",5356978866840.8,6303908891921.2,185951629358587,15356986312705.7,1728400282082.82,376814331680731,10126257694813.1,793493631321.986,57635656268571.5,4144615170115.27,1567765914994.42,18495121236856.2,2941956172725.88,1675198865476.9,106987433257038,18916548145120.8,3673632026035.01,126189573526607,17060081223548.6,739288795724.865,42898837456492.5,8217530288395.07,537385146549.943,149590720170318,6222818768972.89,3424635861729.16,16176624785112,1573027994579.06,506910809780.292,15387548787306.1,11758484659063.5,208653278868.166,280971633858724,216957642897.24,1660133894875.09,13323243215749.3,14346934344469.8,3915256375523.87,16153378016594.8,3174288760924.13,2020823449342.26,17526107935175.4,5272894293528.18,1984825022070.68,130213094922752,2093155672264.26,251833652298.302,1815856258874.12,1146087504099.25,7558653366199.92,50887385368382.8,14289089.7674615,118376049.050708,20984.2567831768,51199.804430682,21474.739211106,157688.681714972,165900.92759345,874553206.775577,386376947.199377,128534310650.053,11191950202.1909,106573.56425433,102402.198668844,128423.826223771,785521.906169556,418492.966004197,599.410173184487,357.473528486871,2784.92175509118,107.474515129702,16754.7801866184,-78.623861584367,23299.733983232,26007.3818934255,-81.3496088027887,1920898.71335105,2279015.85316033,70458822.3148144,118945.350667493,206049419.396464,232445432.204582,4136212466.51536,581210177.930476,3265.50497091105,1841.60283259461,33379.8703915189,2346.678604184,3344.48613276901,3907.34749695269,1213.99053856548,38127.5785620284,6163.67419889606,23371.0734321613,4363.82466027573,2000.95110004702,22263.7476342355,23067.4806690785,53092.1611033172,6041.58306687937,6336.06621703546,77473.3823696398,13359.9362799727,5049.21897762702,509.540263010911,38969.9554924874,4979.62654519448,1653.98941953335,2173.80621769712,135.435175261701,457.115770919067,177.449741546089,1513.18594573765,10409.6184328247,8628.42992116951,490.148717992748,7223.62734632952,1172.68316978626,37686.5622730662,2109.06407157777,24800.4195060522,473.863010015381,1552.21915963945,6812.920760321,735.694103099794,1066.59112628891,-6280.45963882851,-44.3050775377002,547706.032575759,1543541.45426297,17960.8363316154,2305340.15092499,-98945.9129163125,978950.673186926,46640.9694084768,1765972.95627824,682979.918585997,1411.45089992888,-9441.66723698219,233652.704488291,12178.8682686834,106701.188360248,1472302.91512169,-73636.5430378806,7510.50639850446,316511.820065001
"P031",815558603649.592,165879852060.256,9090631764910.09,1121984260721.62,1313085984064.66,61439211708728.4,561405009219.889,89634286728.33,2795586303980.59,9547723782778.45,1058258654334.55,20727477270257.7,1215024293317.51,409866129980.867,2468660101606.29,1728440950449.92,141361003590.308,46271929905400,564827690424.958,368452340667.248,6870188384756.07,1039853078924.4,366971286064.387,5395555694850.6,669009537916.874,91390145126.7163,2114614291551.61,75007035449.4014,731165532379.126,254634029796.516,86097785456.9505,184120343416.179,4691708688957.65,1143696484206.46,241832992840.202,7163894376117.5,541789935336.325,62906426245.7421,3459219724986.03,4832976833236.63,3429053257120.99,15823634282930.1,2945153932302.53,1193741194041.56,4473765211023.89,211139425786.468,1325370430248.82,803767880032.108,92644893272.4659,83669334724.288,2605769168748.94,34123336.3329308,8924256.34676609,19164.8994761842,265014.473221723,9223.74574677379,76599.0758013629,70858.1116685015,3584424302.32535,4543753283.17671,198615110770.659,1605994263.28687,128529.850999125,282429.591654977,749427.297199862,3806733.90563026,97408.8524653599,756.319686061552,1007.02843658484,9889.20490077506,106.625222055745,11357.7825795574,1954.19618650184,28742.7086748698,58906.1980698961,0,3811517.49954566,19162032.6431237,116634435.044205,225102.192940638,731850479.772197,28325287.3946515,5197057104.10447,502258725.952908,4241.58858645444,8912.12604246856,43870.5283192914,1105.70204386013,148128.569731209,2082.56086596046,2517.1107686825,29453.7916244182,1835.51741067918,1637.04944908535,3837.64486404239,4500.9175138919,2385.17614327157,7407.79994127769,3556.67904768325,7411.47113418809,395.119780213837,1093.85872468082,3763.91629208629,6094.32432790688,4004.39790275299,20232.8462620772,1965.37313955867,1159.44972095182,3763.59628784578,856.121205263571,1182.28740797626,1214.93526478591,1065.4038857483,4851.81893651243,3318.34655879662,1110.10534564855,2356.35678814987,1038.84091615885,3989.97428674998,12000.2379234828,1970.42278109149,48283.6769643013,6815.20483727365,58094.2540320069,12991.7253620683,-38524.5277707785,15211.3345824847,799.774432453653,2187488.8114076,6654389.4656836,129240.603065157,822708.624427495,-35000.7324169225,3656359.44050623,72627.7700124988,521198.708399722,1202590.39264991,78559.6140137834,59269.4217227627,2155603.14495911,1030.28375021162,399422.102386505,153251.549282735,-2734.98608922681,-5235.58265329231,51040.3329552916
"P032",1009508877152.67,303728156185.307,1797744114313.43,896003722444.362,429714470367.565,5632247910088.03,2157870987204.4,119021569038.288,5221925945976,84196615566.8665,2736960322547.82,2494236141980.36,1061729603146.79,92468198297.7436,846607064664.965,134573473851.74,589219875907.596,1150185478886.06,498033366220.684,63709242944.8479,485759229531.537,70077518841.778,156146082389.643,1451366091164.36,113899232257.747,324146327773.798,671995416307.854,500856646946.678,226586191924.17,4733459666524.62,4124518915015.02,2167246627458.69,4628952288370.38,447707260936.802,860655018393.641,27165801746737.2,6302499505926.42,179576823117.024,7072919097847.39,3505086136524.6,174874450599.097,13656726283871.4,230950559246.492,368035740064.058,156479518570.09,696868494419.571,725925337063.228,1112728913780.6,1811694242524.89,748215344437.111,2350231004102.93,26368941.1426373,63860347.5566076,6498.98750389106,89836.1928293138,2269.1198886355,69352.1042742328,129237.877028196,5569292809.03521,3368648260.14468,23622133582.6283,2379289113.58421,91657.9716281375,28890.6213679556,170778.880457855,7820204.68610988,102239.129149661,375.462166419329,1112.02636619835,13324.521217207,349.917464431142,5320.98278018478,567.657455576776,18590.8702587149,44572.5060374135,0,2062505.64756015,1912333.2193045,20840819.9091543,263235.181571347,1286562313.24554,987008578.356824,1020143687.46977,419993592.430424,8244.22973420247,2241.70954532825,26022.0336356719,668.754363945508,6451.3144952644,6326.85956211557,1828.86097302484,6110.92479052086,1152.85728682494,297.988419107343,2161.5565541799,24927.1092267757,4002.12149426457,3023.16084216127,12570.0282582669,42442.4540994157,618.134657954235,4495.61595870966,35751.6196467243,2670.62946684966,9644.71455799408,38505.809342828,7913.99296704475,1345.14934531587,9081.2610715167,1116.77742415096,723.953585760505,117.260089524051,12307.1587900214,683.634994035263,26478.6081562435,1931.71825556446,7416.19572466091,285.317966866249,234.29665031718,6734.65235807484,10266.6364703986,12804.3362368477,667.313934672298,25538.5343508657,4208.66600744651,1856.61009956911,-14417.0835520635,-31.8265693362412,2398886.64829547,36223613.3030567,14574.6048287194,154262.398367796,-4336.24983477108,1087838.11799104,54828.4122386743,1985404.40504063,10211297.3270262,116186.329115246,5214.40879693243,329107.824581437,12754.1567630757,202544.084708517,260205.734833112,17777.579300704,6429.74259268467,90489.8868231415
"P001",203027203115.578,147610564654.744,2353239898818.39,13201816145046.8,1865369812661.67,45752876496450.4,69614686752846.7,1610011726845.78,48787329562045.6,613320681031.634,375893245227.836,916700041637.136,136480879788.69,85226954180.5713,223900127089.825,20020181792.4453,70090501391.256,865115680245.979,237787488068.842,320222448420.717,8742086857339.35,237180876510.891,793009032634.329,142232681513.761,544688700817.469,240677043344.628,31553541259537.1,4633281789845.49,1032336195488.85,10632436749705.5,55760855277.4736,152351298018.31,1070700914804.1,319329187945.706,849824772642.306,593261329995.123,17716789881720.4,1053752760148.64,25891084759153.2,4603165185891.67,1885353304614.16,1410986768234.81,28441761097043.5,534239647752.298,44522389173528.7,558105408203.649,89882379844.3311,5745276145203.85,2016914679383.16,1599982650511.67,25339843758547.2,146772001.845901,44711555.3572222,16305.058816587,74315.8945600694,6356.00316698416,122880.176504895,46787.854895041,9878123635.8542,8085129404.64522,39221783206.7553,5442019329.38541,218278.603395086,493503.910147334,757063.406159818,3381678.55681455,285487.577019196,232.148638313852,2327.63859606417,4329.71723985419,705.006906997709,29753.725335158,465.940128144493,16761.3984382468,36132.2959861019,0,1844004.23112321,3712927.28548287,36449373.8398209,372161.953059087,305924991.167418,982111570.605558,10804411069.0767,343794572.784771,212908.247902286,6937.04050383073,79108.3351619284,8891.54607412463,8966.78233457151,31618.5747276069,21872.2763105482,65648.8738738581,1616.74271262899,12649.7370119981,32261.8893844186,152976.574357531,13606.8314764126,14597.8063681446,13110.1482292534,27536.2502072784,93822.4234938625,50637.7175275535,2479.11362456842,4900.66746531915,4454.17656623405,545.634056368275,4288.33258110582,10255.6346665564,16055.8005739842,11663.9615074015,16782.9870344744,62878.4859870309,107097.547034245,5987.35035053059,8730.0911563217,4874.06229583276,32614.5361343271,8485.69956810731,1083.08212468836,12743.7910159815,411.699451060521,5596.83288276016,4447.8616787073,23031.380265752,8422.86175236589,-5779.38859372703,33450.4183041079,304.571057672709,1043172.1279901,33591631.8726271,8729.46391916824,746816.263289505,-5933.97727479254,723594.619844415,233023.840369327,8119659.60731258,2034572.14114728,-7327.23434667559,2914.79089136922,845295.143814668,78157.8478542447,1543932.36777642,777082.095500641,-130320.873872085,519.853855195172,13294.1468669937
"P002",2263925543482.74,11104123532762.8,20487547323181.3,49216684796.1915,350145410530.736,726907969417.358,946469377982.534,468789516567.253,12598663866802.8,393973474972.375,188577317684.467,43696449811552.8,1839760222842.7,2902129614995.05,13098917993013.5,1849945988697.78,1122117017307.36,4079445139293.24,1064685792477.43,409920707890.289,19400973899414.4,420648199671.177,764410927533.091,6665415946528.4,1076822217083.81,1017463325212.45,38930669109537.1,47114723114581.4,3854726371116.74,574717391935805,1462804312028.49,1535970018534.48,37139486708150.4,2901971560848.05,5614184197378.89,10186626461342.6,2208901929337.81,7560575692720.08,5482503660490.16,909245502647.507,418952088473.639,1098270578186.89,6754196456301.56,589901486056.671,99798122745503.4,2386691767223.99,1031766228280.04,3038259154325.95,1715524981532.51,2355073107498.77,31050219021840.3,51579752.7407381,116391327.483258,41579.8809704513,196802.885808533,3454.17179313516,285980.593614714,101818.507210501,8433687233.16699,3663115120.56774,4361228658.88931,3237916974.14082,120100.870281556,708701.500527651,591112.69586169,20650994.6992218,266275.3780273,262.325449222528,2456.10288310475,2211.3316436626,1200.5959570259,17763.6885274203,-13.7060667642733,6786.92660467748,49948.9877055099,0,6417873.51147383,2468145.43579704,5818811.14134833,763586.692286356,807213057.76591,268435703.756888,1979030166.75248,388993121.284693,2218.1677378524,527.196063085801,13435.9843033131,3309.35001235692,10625.4430200314,6136.32688702174,3020.9643998932,63315.3005758782,2921.34887900772,4668.81839046015,2283.34946706237,2546.54809914481,7101.90302579166,3343.44230048427,4093.01187481568,54759.9886336816,2631.20320571542,3836.06138292712,6515.46703961064,1508.81467421782,19108.3166571189,3326.39277556703,14377.635516142,2867.66620782992,77201.7162716841,4018.07797099253,1785.75611423873,11173.0644418158,3458.44768583266,39933.9661440144,7712.17376042893,550.358089681614,3942.17232600746,4062.46799768096,2333.48317391753,1551.74001488998,1706.7760261209,628065.430302541,268656.519717271,228561.373111564,170849.516301153,-30697.1564836687,60037.9002314572,322.836500544127,309415.543247275,20952237.4872609,36624.4121343725,1417348.49929194,-61493.1403541011,649286.531134393,485656.389204798,2460261.10820295,892085.271126847,551653.142084136,-13636.6805262279,1153542.25546147,73773.1403009705,1523500.32695665,4861037.02472715,-18059.4313071102,-2497.37719959932,273697.597466132
"P003",33171696940880.3,18678535885140.8,443307725196063,32023310855108.7,2492518378609.6,287152524233306,408242987624.54,4154977414882.93,1365281234827.09,25840540099637.9,14755825938720.1,12897706141203.5,18165788236647,5774944694590.89,53117497706825.1,24544753743300.7,24073335041405.1,258530635911715,21281486750890.7,17248989346133.8,168478313470548,52336208974504.2,10093252400117.9,304348365159264,122244367232259,23467651535770.5,74181118098561.9,56614164547542.5,2903013856925.48,82089869553497.8,198831895711.41,364651297269.628,2134771479550.74,79984334898961.7,33011621847220.2,334857899837737,82512618364394.4,9869724659293.73,82787444181240.5,24494291847122.9,4271696716365.85,429453739936782,152236253266.521,324601136021.19,1436599520927.45,5975724981847.45,1794024833170.35,109817127564963,17836759745255.7,20963536143332.9,214611031153715,47954498.416721,763734035.440934,14594.584157629,50820.9182967789,11298.141666847,77707.4948310358,87833.7424290919,10726460556.5548,522826078.274218,79982694088.9839,10510582051.4254,63272.1237085818,2085959.86139268,375004.878324321,31520460.5324308,553237.934666421,429.033264797742,10558.2397779023,14603.6433672434,127.854587662312,48094.8456498748,135.851668450677,23118.3692087207,62433.4778173313,0,2317634.87341386,14495875.2806548,43837928.5583939,1047572.89831288,128042010.234061,244973416.750764,3164548795.58513,348423795.533622,9877.6493024535,4314.72663946275,127074.681003974,22971.6833472642,11459.6811740542,9772.78156601476,1598.38324449348,3803.14485070797,1312.245733822,1082.47010205936,10535.2491441481,1545.68136054058,1317.1697258778,946.202957912251,1084.02225965819,49679.7580556898,3200.90886556883,1624.92977519542,3552.77312738548,86212.5618188209,24522.1518756975,29174.548245862,19170.3255415239,1741.53636779542,33761.1287986873,283.842841212262,118.738260452827,1987.34611121698,5509.83666795802,11448.1889825361,1555.44069487329,1092.77900535657,7795.83522130225,1266.33434845345,3187.65217010122,1072.38332435742,6057.84102793592,3711.42269962306,25898.6903110471,10157.4832591061,1367.55082278438,2186.09784072057,29530.308960399,23.0190690000122,282242.336847277,35208705.0039128,12261.4553108525,275651.255501343,-2366.96967433712,7567218.31001944,412568.904586848,3534822.50880018,2601789.01903622,117672.548795811,55853.1364381929,164126.510122924,45705.6152544937,226475.795856194,912657.822289285,-157588.139154894,2392.59631317334,47238.5039239016
"P004",607634346073.327,706298805965.292,5114336627732.41,859000215258.519,80294955899.6417,636391854442.047,9045839375741.69,2548320315418.28,18953567730564.6,1362395522909.03,41340741346.0199,9033427274569.79,148757847341.968,115104306466.865,60858622889.6523,594256659082.063,598504197590.802,1536566458637.72,1632287187075.29,244740005750.74,4386592771696.37,672181807283.408,140356002142.277,1743698624252.63,1218260488003.58,590710337818.213,8466669107989.62,1269817365157.78,657389058464.113,21484633292682.8,184676271555.219,1239102842199.97,15614062100626.8,2529511771262.52,701471091480.63,14056089839737.7,1644110559096.82,1018429132929,16706724292775.4,1028723205225.81,629909618962.8,1206889026919.72,495184728459.85,439530715482.375,7835332145970.49,524364433307.128,278445755139.636,24075329507443.5,562303862260.82,6932576810017.18,6123424304605.89,9465834.05187939,22711362.7443082,4743.07314696685,46698.9170323413,647.254913994763,111841.003647304,24617.4547955701,1054747802.34536,70547186418.8145,18474949167.2727,6377106243.48705,112345.790429083,2635867.10251775,123643.236191717,1552752.00213784,224453.420883089,4348.11867188457,254.651261312338,16115.1890076069,2549.97232756793,1490.31653745458,514.182390465498,42797.5635367939,30984.9569356963,0,1949863.91236751,4009131.98242404,29897504.557211,1905125.47331523,772663614.586572,391890656.836439,6361362706.28335,515933510.893302,13911.2061257134,63569.2698747696,3348.23058555436,243.466266981377,1071.62404747048,172097.934611516,3702.77952314158,8040.8614923222,47639.9296719142,8411.06912911724,17448.1444527977,12679.3205803108,915.249759339905,184.451412183959,5047.40097325004,4572.76016242941,1361.28609128358,2256.35489516593,2803.30180456597,9998.55752590407,3650.61444698769,3237.66658176123,8025.52168003034,334.744362880389,47171.3599038686,10235.7171442166,772.53316669777,289.70547448699,15714.6346411348,13945.5042137737,754.734853317459,13131.2721268596,718.841954403338,179.671283630346,221.399817846354,1679.91251270547,712.959093892395,56402.6708243952,19307.4970743108,247672.420343171,13085.9622157522,-739.047343688636,25468.4064559592,1177.18246802966,541033.04734472,13287078.2239073,75903.5807037878,911580.932780372,-2765.10945006917,2723887.36125204,70641.8193623456,2528203.52477312,3343919.55328348,-28248.2015530272,47988.9426373622,6807499.17597687,6060.29275685998,440326.117631963,48040.1901524341,-138919.949293514,-2088.33762244323,214211.317862629
"P005",3056332795030.6,580433262506.987,25939049990822.7,245904695312.844,257138946446.23,7386998935361.1,17415459202390.4,2243888114471.83,382346878742062,2735478586437.19,20127116093264,10328475858830.2,5599382961526.67,1730411920884.65,340368424019268,8132637381389.5,4500091877522.28,26475069435990.6,16933772231882.2,271367705280.27,49685109192705.1,356137735490.576,201304000441.384,1474499247747.21,14410900383066.9,3317396402481.76,4770683308055.94,13988227805003.9,1816293911751.28,15607590191107.6,2030576360933.3,463058719102.82,24261374547687.1,3961048450319.29,6547942396600.53,17088890936048.5,46650540988152,13886897399713.7,42688105037819.8,4710755172278.25,19451021053559.9,19512360563583.3,8852429721297.27,2205717525590.29,129732626051003,8140767174692.01,2995970041246.83,468082822466022,2053684777027.75,682332857520.9,56540725454169.2,84514987.7284467,255246508.780388,6041.73764339399,131080.144476568,41433.6744197021,305755.484869836,306892.914067493,20507456667.2577,2984572726.58931,29006734692.2482,4315208689.55518,122992.877732881,422744.988865021,142771.389085336,1053726.01741129,98263.1001452474,265.262023540867,256.170279714126,5862.02532404026,13.0349010175596,4254.23903660004,1585.62390447375,12085.709737065,5258.32857660279,0,2665215.86124207,3197644.85552801,691547808.773604,1334760.8633933,287991345.285592,67645428.7653119,1291539512.37569,671170716.046917,27276.7795285623,4562.97116075732,322651.635354833,108708.613395149,20702.8028572454,11912.519494174,21020.1635753545,40858.7957630047,7937.43272610852,3950.64507985148,92039.7682083218,20361.6310951574,26361.2598077108,6172.42235082347,12896.4169553817,16815.7506858788,2695.10129592659,10355.6592458987,45258.2679842124,6226.06516845585,14918.1165946383,38829.7008953532,34857.3727643792,789.666010943316,3564.61510092471,1265.59318510821,4394.94076045649,4669.28816604459,10797.6229344857,32956.3715490388,9362.03201628988,1180.49481976307,1321.02849079108,4724.85247206011,1021.82238951418,57741.1867409782,2558.59500240463,16717.5162001101,5305.54176872728,26474.4494539085,2721.93535157789,7305.79969016062,132214.144923582,982.097373939749,5853645.89122995,183033083.796498,33483.6592458993,492431.213436027,-6425.1999146637,5096822.66812101,584026.399770102,2882838.6592119,2919623.01902673,16588.5859216851,25974.0810220301,1050824.89608042,13610.7479217994,217927.103498078,173962.317947326,532.011310644934,-289300.624987051,171654.586897998
